Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
103.8,130.0,1,37,37,0,2,1,15,14,11.071428571428571,1
112.0,133.1,1,1,19,1,1,1,6,6,13.5,1
95.0,133.1,1,1,1,0,1,1,5,0,0.0,1
122.0,150.0,1,37,37,1,1,1,15,13,11.76923076923077,1
117.7,124.0,1,19,1,1,1,1,5,4,12.0,1
132.5,136.0,1,3,1,1,1,1,6,6,12.5,1
127.2,131.0,1,38,37,1,1,1,6,6,15.0,1
150.0,150.0,39,1,1,1,1,1,18,18,11.833333333333334,1
117.1,158.0,1,1,19,1,1,1,7,6,13.833333333333334,1
100.0,134.0,1,37,37,1,1,1,7,0,0.0,1
116.5,124.0,1,37,37,1,1,1,7,7,14.093333333333332,1
131.8,150.0,1,37,37,0,2,1,5,4,12.25,0
129.8,142.0,1,38,38,1,1,1,8,7,12.242857142857144,1
132.8,133.1,1,37,37,0,2,1,5,0,0.0,0
114.2,118.0,1,19,19,1,1,1,5,3,10.333333333333334,1
136.9,140.0,1,1,1,1,1,1,6,6,13.5,1
114.8,126.0,1,38,37,1,1,1,8,7,14.402857142857142,1
106.2,130.0,1,37,19,1,1,1,7,0,0.0,1
138.3,133.1,1,37,19,0,2,1,7,4,10.25,1
120.0,120.0,3,38,1,0,2,1,6,0,0.0,0
150.0,133.1,1,37,37,0,2,1,6,6,15.0,1
101.0,133.1,1,19,1,0,1,1,6,0,0.0,1
124.3,140.0,1,37,37,1,1,1,0,0,0.0,1
111.6,120.0,1,38,38,1,1,1,6,5,14.0,1
121.0,121.0,1,37,38,0,1,1,5,4,13.75,1
120.0,130.0,1,37,37,0,1,1,6,5,12.4,1
133.7,133.1,12,1,3,0,1,1,18,14,12.785714285714286,1
121.1,126.0,1,3,3,0,1,1,6,4,12.75,1
123.3,124.0,1,34,34,1,1,1,8,7,14.901428571428571,1
138.1,120.0,1,37,37,0,5,1,5,5,13.0,1
137.0,150.0,1,37,19,0,1,1,6,5,12.8,1
129.7,143.0,1,3,38,1,1,1,0,0,0.0,1
100.0,133.1,1,34,34,0,2,1,16,16,12.6875,1
117.5,121.0,1,19,19,1,1,1,6,6,10.571428571428571,1
120.0,140.0,1,37,37,0,1,1,6,1,10.0,1
139.8,141.0,1,38,38,1,1,1,8,8,14.935,1
140.8,123.0,1,19,1,0,1,1,8,7,12.084285714285716,1
114.8,120.0,1,19,1,1,1,1,6,4,10.5,1
137.8,149.0,1,19,1,1,1,1,8,7,13.0,1
109.3,117.0,1,19,12,0,1,1,0,0,0.0,1
130.5,130.0,1,37,38,1,1,1,7,6,12.45,1
123.9,123.9,39,37,1,0,1,1,7,5,12.6,1
122.0,125.0,1,19,19,1,1,1,7,0,0.0,1
124.3,132.0,1,1,1,1,1,1,6,6,11.833333333333334,1
126.8,124.0,1,38,19,1,1,1,5,5,12.333333333333334,1
111.4,133.1,1,19,37,0,1,1,5,1,11.0,1
96.0,96.0,1,38,37,1,1,1,5,3,10.666666666666666,1
133.8,146.0,1,19,37,1,1,1,8,8,13.2325,1
127.7,142.0,1,1,1,1,1,1,5,5,12.6,1
134.1,132.0,1,19,19,1,1,1,6,6,15.166666666666666,1
133.5,145.0,1,1,19,0,1,1,6,6,12.166666666666666,1
129.3,146.0,1,1,37,0,1,1,8,7,14.2,1
156.1,160.0,39,37,37,0,1,1,6,6,14.666666666666666,1
129.8,127.0,1,19,19,1,1,1,5,3,10.333333333333334,1
129.4,129.0,1,38,1,1,1,1,6,6,12.333333333333334,1
113.6,122.0,1,1,3,0,1,1,7,7,13.857142857142858,1
128.2,140.0,1,1,1,0,1,100,7,0,0.0,1
110.0,110.0,1,37,37,0,4,1,5,1,12.0,0
126.8,143.0,1,3,19,0,1,1,8,7,14.535714285714286,1
157.4,128.0,1,19,1,1,1,1,6,6,16.5,1
125.4,131.0,1,1,19,1,1,1,7,5,12.5,1
110.0,120.0,1,1,19,0,1,1,5,3,10.75,1
130.2,140.0,1,19,37,1,1,1,6,6,12.75,1
140.0,140.0,39,19,38,1,1,1,6,6,12.714285714285714,1
160.0,160.0,39,12,38,1,1,1,6,5,12.5,1
132.5,141.0,1,38,38,1,1,1,8,8,13.39125,1
115.4,121.0,1,38,37,1,1,1,6,6,11.714285714285714,1
137.6,140.0,1,3,1,1,1,1,6,6,15.166666666666666,1
126.3,141.0,1,38,19,1,1,1,8,7,12.471428571428572,1
127.1,140.0,1,1,1,1,1,1,5,4,13.25,1
120.0,120.0,1,2,3,1,1,1,6,0,0.0,0
150.0,140.0,1,37,12,0,2,1,5,5,10.8,1
117.0,120.0,1,37,37,0,2,1,6,6,12.0,1
119.4,132.0,1,1,1,1,1,1,0,0,0.0,1
141.0,137.0,1,37,37,0,1,1,7,0,0.0,1
129.7,140.0,1,1,37,0,4,1,5,5,12.0,1
130.0,133.1,12,37,1,0,1,1,6,0,0.0,1
121.3,130.0,1,19,19,1,1,1,5,1,12.0,1
133.7,141.0,1,2,3,1,1,1,6,6,14.833333333333334,1
140.0,140.0,39,1,2,1,1,1,6,0,0.0,1
118.8,131.0,1,1,38,0,5,1,8,7,11.857142857142858,1
135.6,152.0,1,19,37,1,1,1,5,5,15.4,1
109.3,117.0,1,37,37,0,1,1,5,2,10.0,0
112.2,116.0,1,19,1,0,1,1,5,0,0.0,1
113.2,110.0,1,37,37,1,1,1,6,2,10.5,1
150.0,150.0,1,29,10,1,1,1,6,0,0.0,1
117.6,127.0,1,19,38,0,1,1,6,0,0.0,1
109.8,115.0,1,1,38,1,1,1,5,5,13.4,1
129.0,140.0,1,3,19,1,1,1,8,7,12.414285714285716,1
125.3,133.1,1,34,34,0,1,1,15,11,10.818181818181818,1
127.8,133.0,6,1,19,1,1,1,7,6,14.35,1
131.8,139.0,1,38,1,1,1,1,8,7,14.652857142857142,1
149.2,146.0,1,3,1,1,1,1,6,4,12.25,1
131.0,133.1,19,37,37,0,2,1,7,7,13.428571428571429,1
131.5,140.0,1,3,1,1,1,1,8,8,13.25375,1
122.7,130.0,1,37,38,1,1,1,6,0,0.0,1
100.0,133.1,1,3,1,1,1,41,7,5,12.16,0
119.0,132.0,1,38,37,1,1,1,7,7,11.677777777777775,1
134.4,133.1,19,1,1,0,1,1,5,2,13.333333333333334,0
130.0,130.0,3,3,3,0,1,1,5,1,12.0,0
106.6,125.0,1,38,19,1,1,1,6,6,11.5,1
124.5,128.0,1,37,37,1,1,1,6,6,14.166666666666666,1
127.3,122.0,1,19,37,1,1,1,6,4,11.25,1
113.9,124.0,1,19,19,1,1,1,6,0,0.0,1
119.0,110.0,1,1,1,0,5,1,5,4,10.5,1
133.9,136.0,1,38,1,1,1,1,7,7,14.711111111111112,1
130.0,130.0,3,34,34,0,1,1,12,12,12.333333333333334,1
120.0,120.0,3,38,37,1,2,1,12,10,13.3,1
125.0,126.0,1,19,19,1,1,1,7,6,11.658333333333331,1
127.4,133.0,1,38,38,0,1,1,7,7,12.714285714285714,1
124.9,127.0,40,37,37,0,1,1,5,5,13.571428571428571,1
168.6,160.0,1,1,38,0,1,1,6,0,0.0,1
124.6,133.0,1,37,37,1,1,1,6,5,13.0,1
149.0,135.0,1,19,19,1,1,1,17,17,12.578947368421051,1
126.0,140.0,1,38,37,0,4,1,9,9,13.11111111111111,1
124.0,130.0,1,37,37,0,1,1,5,5,13.833333333333334,1
128.0,142.0,1,1,37,0,1,1,6,6,12.25,1
131.9,141.0,1,1,19,1,1,1,7,7,15.101428571428572,1
113.7,121.0,1,1,19,1,1,1,5,2,10.0,0
133.3,134.0,1,1,1,1,1,1,6,5,10.8,1
130.0,140.0,1,3,1,0,1,1,6,6,14.166666666666666,1
127.1,139.0,1,38,1,1,1,1,5,5,11.2,1
125.0,141.0,1,1,1,0,1,1,6,0,0.0,1
134.3,149.0,1,19,37,0,1,1,6,6,12.666666666666666,1
127.5,145.0,1,38,37,1,1,1,7,6,13.416666666666666,1
119.6,122.0,1,41,1,1,1,1,6,4,12.0,1
136.7,143.0,1,1,1,1,1,1,6,6,12.5,1
137.5,127.0,1,37,19,1,1,1,6,6,13.428571428571429,1
134.5,138.0,1,19,1,1,1,1,6,6,12.666666666666666,1
126.8,141.0,1,3,19,1,1,1,8,8,13.24875,1
121.5,133.1,2,34,34,1,1,1,15,13,11.615384615384617,1
111.5,100.0,19,1,37,0,4,1,8,4,11.5,1
123.6,126.0,1,3,19,1,1,1,5,5,12.4,1
131.8,130.0,39,1,1,0,1,1,7,7,12.285714285714286,1
135.1,148.0,1,1,19,1,1,1,7,0,0.0,1
100.0,133.1,19,37,37,0,1,1,6,6,12.75,1
160.0,160.0,39,37,38,0,1,1,6,6,12.625,1
118.0,125.0,1,3,3,1,1,1,6,4,10.8,1
119.0,119.0,1,37,37,0,1,1,6,0,0.0,1
126.2,136.0,1,19,19,0,1,1,6,6,13.166666666666666,1
120.0,110.0,1,37,37,1,2,1,5,2,10.5,0
133.2,137.0,1,1,19,1,1,1,6,6,14.714285714285714,1
140.0,140.0,39,3,3,1,1,1,6,4,14.4,1
112.5,110.0,1,14,14,1,1,1,10,9,12.333333333333334,1
125.8,130.0,42,1,1,0,1,1,13,11,11.909090909090908,1
120.0,120.0,1,38,38,0,1,1,7,7,11.0,1
119.4,133.1,19,19,1,0,5,1,6,0,0.0,0
156.4,133.1,19,37,37,1,1,1,6,5,11.571428571428571,1
108.4,115.0,1,38,38,1,1,1,7,7,11.9625,1
138.7,120.0,1,38,38,0,2,1,5,5,13.8,1
118.4,133.1,9,34,34,0,2,1,5,0,0.0,0
124.4,133.0,1,38,37,1,1,1,7,7,13.3,1
110.3,133.1,1,37,37,0,2,1,5,4,13.5,1
113.3,115.0,1,19,19,1,1,1,6,0,0.0,1
114.6,110.0,1,34,34,1,2,1,5,0,0.0,1
140.0,140.0,39,1,38,0,1,1,6,3,11.25,1
123.7,116.0,1,38,38,0,1,1,6,6,14.5,1
120.5,130.0,1,3,1,0,1,1,5,0,0.0,1
133.0,148.0,1,37,38,1,1,1,5,4,12.0,1
136.8,145.0,1,19,37,1,1,1,8,8,14.3775,1
140.0,133.1,19,37,37,0,1,1,6,3,12.666666666666666,1
126.0,133.1,19,1,1,1,4,1,7,5,11.9,1
137.4,144.0,1,38,1,1,1,1,6,6,13.833333333333334,1
123.4,136.0,1,1,1,1,1,1,6,6,13.571428571428571,1
108.0,150.0,1,34,34,0,1,1,5,1,11.0,1
134.3,143.0,1,38,19,1,1,1,6,6,14.666666666666666,1
121.7,128.0,1,19,19,1,1,1,5,5,11.0,1
120.0,128.0,1,1,1,1,1,1,6,3,12.0,1
124.1,136.0,1,1,1,0,1,1,5,5,12.4,1
150.1,120.0,1,37,37,1,1,1,6,6,14.77777777777778,1
158.7,166.0,1,1,19,0,1,1,6,6,14.857142857142858,1
119.0,126.0,1,37,38,0,1,1,6,6,12.166666666666666,1
107.0,100.0,1,19,19,0,4,1,5,1,10.0,1
114.2,118.0,1,38,38,1,1,1,7,6,13.683333333333332,1
145.2,148.0,1,1,1,0,1,1,6,6,13.714285714285714,1
141.0,120.0,1,38,38,0,1,1,10,10,13.8,1
132.0,133.1,1,19,19,1,1,1,6,5,12.0,1
126.0,126.0,1,37,37,0,1,1,6,0,0.0,0
126.5,144.0,1,1,37,1,1,1,8,7,13.487142857142857,1
129.8,135.0,1,1,1,1,1,1,6,6,11.833333333333334,1
126.3,141.0,1,37,37,1,1,1,7,7,13.805,1
96.0,133.1,1,37,11,0,1,1,6,0,0.0,0
130.0,120.0,1,1,2,1,1,1,8,7,13.285714285714286,1
132.1,150.0,1,37,37,1,1,1,5,4,12.5,1
100.0,157.0,1,3,3,0,1,1,7,7,13.55,1
135.0,133.1,1,3,3,0,1,1,10,9,11.444444444444445,1
127.0,127.0,1,3,19,1,1,1,6,6,13.571428571428571,1
119.1,132.0,1,19,38,0,1,1,5,1,12.0,0
128.6,145.0,1,19,38,1,1,1,6,5,11.714285714285714,1
123.2,119.0,6,1,1,1,1,1,6,6,14.166666666666666,1
122.3,137.0,1,38,19,0,1,1,5,5,12.6,1
109.1,108.0,1,3,1,1,1,1,5,0,0.0,1
130.8,142.0,1,3,19,1,1,1,5,3,13.666666666666666,1
115.2,119.0,1,38,19,0,1,1,6,4,11.5,1
136.0,136.0,1,19,19,0,1,1,7,7,14.014285714285714,1
108.0,133.1,1,38,37,0,1,1,6,6,12.125,1
143.0,150.0,1,19,38,0,1,1,6,5,13.0,1
144.5,151.0,1,40,4,1,1,1,6,6,15.666666666666666,1
147.7,148.0,1,3,19,0,1,1,5,0,0.0,1
132.1,138.0,1,1,1,1,1,1,5,4,13.75,1
160.0,110.0,1,37,37,0,2,1,5,5,11.8,1
130.0,130.0,39,1,1,1,1,1,7,6,12.0,1
134.4,133.0,1,19,19,1,1,1,6,6,12.166666666666666,1
134.8,133.1,1,12,1,1,1,1,6,0,0.0,1
124.0,139.0,1,37,38,1,1,1,8,7,13.331428571428573,1
124.3,128.0,1,37,37,1,1,1,7,7,13.46875,1
130.0,133.1,1,19,37,1,1,1,6,6,12.666666666666666,1
143.4,140.0,1,37,38,1,1,1,0,0,0.0,1
133.0,130.0,1,37,37,1,1,1,7,6,13.7,1
105.5,133.1,19,38,1,0,5,1,6,5,13.2,1
131.3,133.0,1,19,38,1,1,1,6,5,13.6,1
117.9,127.0,1,38,19,0,1,1,10,9,12.9,1
140.4,154.0,1,38,37,0,1,1,6,5,12.6,1
127.0,116.0,1,34,34,1,1,1,0,0,0.0,1
104.0,120.0,1,34,34,0,2,1,6,4,12.75,1
138.8,127.0,1,3,3,1,1,1,12,11,14.153846153846152,1
116.0,133.1,1,34,34,0,2,1,6,4,11.25,0
130.8,142.0,1,38,37,1,1,1,7,6,12.583333333333334,1
117.0,117.0,1,19,19,1,1,1,6,0,0.0,1
131.8,133.1,1,19,38,1,1,1,12,12,13.25,1
122.0,130.0,1,19,19,0,1,1,5,5,12.6,1
134.5,150.0,1,37,38,0,2,1,6,5,11.833333333333334,1
150.0,150.0,3,3,2,0,1,1,5,0,0.0,1
150.0,140.0,1,37,37,0,1,1,6,5,13.833333333333334,1
118.0,119.0,1,37,37,1,1,1,6,2,10.5,1
120.3,128.0,1,38,37,1,1,1,6,3,11.666666666666666,0
147.7,150.0,39,12,37,0,1,1,7,7,13.571428571428571,1
126.2,136.0,1,4,5,0,1,1,6,5,11.4,1
134.2,130.0,1,9,19,1,1,1,5,0,0.0,1
127.4,130.0,39,1,19,0,1,1,6,5,11.6,0
123.4,129.0,1,1,38,0,1,1,5,5,12.4,1
116.2,116.0,1,34,34,0,1,1,11,11,12.454545454545457,1
144.3,160.0,1,19,37,0,1,1,6,0,0.0,1
146.2,157.0,1,19,38,1,1,1,6,6,15.25,1
156.0,156.0,1,19,1,0,1,1,6,5,11.833333333333334,0
115.0,115.0,1,12,12,0,1,1,11,9,11.77777777777778,1
124.9,135.0,1,37,1,1,1,1,6,6,13.666666666666666,1
125.7,133.1,1,19,38,0,1,1,5,2,12.0,1
124.9,134.0,1,19,1,1,1,1,6,3,12.0,1
100.0,133.1,19,34,34,1,1,1,5,1,11.0,0
97.5,133.1,1,34,34,1,1,1,6,0,0.0,1
120.4,140.0,1,37,37,0,2,1,6,0,0.0,0
130.7,140.0,1,1,1,1,1,1,7,7,12.718571428571428,1
126.8,144.0,1,37,37,1,1,1,7,0,0.0,0
141.7,142.0,1,19,39,0,1,1,6,6,12.666666666666666,1
132.9,142.0,1,37,37,0,1,1,0,0,0.0,1
112.3,121.0,1,3,3,1,1,1,6,5,12.2,0
120.0,120.0,3,19,19,0,1,1,5,1,13.0,0
134.8,148.0,1,19,38,1,1,1,7,6,13.35,1
138.4,151.0,1,37,1,1,1,1,6,6,14.25,1
119.3,126.0,1,37,19,0,1,1,8,8,13.78125,1
146.5,150.0,1,19,1,1,1,26,6,5,11.5,0
131.8,153.0,1,37,37,1,1,6,7,6,14.716666666666669,1
138.5,147.0,1,19,1,1,1,1,8,8,14.34125,1
133.3,140.0,1,19,19,1,1,1,8,8,13.41625,1
131.6,134.0,1,19,37,1,1,1,6,5,11.8,1
119.6,115.0,1,1,1,1,1,1,6,5,12.0,1
100.0,110.0,1,12,3,1,1,1,0,0,0.0,1
127.0,143.0,1,19,19,1,1,1,8,7,13.585714285714284,1
152.1,130.0,1,1,1,0,1,1,5,2,11.0,1
124.4,124.0,1,1,19,0,1,1,5,5,14.2,1
129.8,135.0,1,3,1,1,1,1,6,5,12.8,1
123.6,126.0,1,38,37,1,1,1,5,3,11.666666666666666,1
114.4,121.0,1,1,38,0,1,1,6,6,12.666666666666666,1
117.4,110.0,1,19,38,1,1,1,6,6,13.833333333333334,1
130.0,130.0,3,1,2,0,1,1,0,0,0.0,0
100.0,100.0,1,37,37,0,1,1,6,0,0.0,1
113.3,122.0,1,19,19,1,1,1,7,7,13.0,1
114.5,125.0,1,38,1,1,1,1,5,5,13.8,1
128.0,132.0,1,1,37,1,1,1,7,7,13.467142857142855,1
160.5,110.0,3,37,37,0,2,1,11,11,12.636363636363637,1
138.8,140.0,1,38,38,1,1,1,7,6,12.766666666666666,1
136.6,142.0,1,38,1,0,1,1,7,7,13.464285714285714,1
160.0,160.0,43,38,19,0,1,1,7,1,12.0,1
128.4,141.0,1,38,38,1,1,1,6,6,15.5,1
131.0,142.0,1,1,1,1,1,1,8,7,14.7,1
113.5,133.1,1,37,37,0,2,1,10,7,11.142857142857142,1
132.4,146.0,1,1,37,1,1,1,5,1,16.0,1
115.0,137.0,1,3,3,0,2,1,7,7,14.95,1
125.1,130.0,3,1,1,0,1,1,6,0,0.0,0
111.0,118.0,1,1,1,0,1,1,5,2,11.0,0
128.2,110.0,42,19,37,0,1,1,12,7,11.0,0
128.0,143.0,1,1,11,1,1,1,6,0,0.0,1
125.6,135.0,1,1,19,1,1,1,5,4,11.0,1
128.1,133.0,1,38,38,1,1,1,6,6,13.0,1
125.0,131.0,1,19,37,0,1,1,6,0,0.0,1
110.0,110.0,3,37,37,0,2,1,11,8,13.6,1
106.0,100.0,39,1,1,0,1,1,7,5,11.8,1
140.0,133.1,19,38,38,0,1,1,10,6,12.666666666666666,1
100.0,133.1,1,37,37,0,2,1,10,4,11.5,0
121.3,130.0,1,19,38,1,1,1,6,6,14.166666666666666,1
127.6,140.0,1,1,1,1,1,1,7,6,13.796666666666669,1
130.0,140.0,1,38,37,1,1,1,7,6,13.183333333333332,1
139.9,133.1,19,19,19,1,1,1,6,6,12.5,1
124.2,130.0,1,38,31,0,2,1,7,6,13.666666666666666,1
126.7,126.0,1,38,38,1,1,1,6,4,12.75,1
133.9,143.0,1,1,19,0,1,1,5,5,15.0,1
121.4,120.0,1,1,38,0,1,1,6,4,13.0,0
149.9,138.0,1,1,40,1,1,1,0,0,0.0,1
115.5,133.1,1,44,40,0,1,1,7,5,12.2,1
122.0,129.0,1,12,37,1,1,1,6,2,10.0,1
119.1,132.0,1,37,38,1,1,1,6,5,12.0,1
124.5,139.0,1,1,1,1,1,1,8,7,12.04142857142857,1
129.3,130.0,1,1,38,0,1,1,5,5,13.0,1
127.2,144.0,1,1,1,1,1,1,6,6,12.666666666666666,1
120.6,134.0,1,1,1,1,1,1,6,6,12.333333333333334,1
121.1,133.0,1,1,2,1,1,1,6,6,13.666666666666666,1
128.2,120.0,1,19,37,0,1,1,5,2,11.0,0
128.2,133.1,1,1,1,0,1,41,6,4,11.25,0
107.4,113.0,1,4,38,1,1,1,5,5,14.0,1
110.0,133.1,19,37,38,0,1,1,6,5,12.8,0
122.8,134.0,1,1,38,0,1,1,6,6,12.0,1
128.5,132.0,1,2,2,0,1,1,6,5,12.285714285714286,1
110.0,133.1,1,19,37,1,1,1,6,0,0.0,1
128.7,138.0,1,1,1,1,1,1,6,6,14.666666666666666,1
115.0,133.1,1,1,19,0,1,1,7,4,12.6,0
109.3,117.0,1,1,1,1,1,1,7,7,13.117142857142856,1
148.8,136.0,1,1,1,1,1,1,8,8,14.2525,1
148.9,145.0,1,19,37,1,1,1,6,6,13.666666666666666,1
120.0,130.0,39,1,19,1,1,1,6,3,11.333333333333334,0
105.7,106.0,1,3,1,1,1,1,6,6,13.333333333333334,1
120.0,120.0,3,1,19,1,1,1,18,18,11.421052631578949,1
135.9,131.0,1,37,1,1,1,1,6,5,13.2,1
131.5,143.0,1,19,38,1,1,1,7,7,12.5125,1
113.4,120.0,1,37,37,0,1,1,5,3,13.0,1
120.0,130.0,1,19,19,0,1,1,6,0,0.0,1
167.3,155.0,1,1,3,1,1,1,0,0,0.0,1
121.4,127.0,1,3,3,0,1,1,6,0,0.0,1
142.7,150.0,1,19,37,1,1,1,6,6,14.666666666666666,1
116.7,124.0,1,1,19,1,1,1,7,0,0.0,1
127.6,130.0,1,19,19,1,1,1,6,6,11.666666666666666,1
130.0,130.0,1,34,34,0,2,1,12,9,12.444444444444445,1
121.9,131.0,1,1,1,1,1,1,6,6,13.5,1
136.1,142.0,1,37,37,1,1,1,6,6,13.857142857142858,1
123.9,126.0,1,38,37,1,1,1,6,6,13.0,1
118.0,132.0,1,19,38,1,1,1,8,7,12.328571428571427,1
139.0,133.1,19,37,37,0,2,1,6,6,12.166666666666666,1
110.0,130.0,1,37,37,1,2,1,10,4,10.75,1
120.0,100.0,19,37,37,1,2,1,9,9,12.0,1
157.9,174.0,1,5,3,0,1,1,0,0,0.0,1
130.0,130.0,2,37,37,1,1,1,7,1,9.8,1
128.2,120.0,1,34,34,1,1,1,10,7,11.285714285714286,1
120.9,130.0,1,1,37,1,1,1,6,6,14.333333333333334,1
120.0,120.0,2,37,37,0,2,1,15,12,11.75,0
138.0,151.0,1,37,37,1,1,1,7,6,15.2,1
113.3,123.0,1,34,34,1,1,1,7,4,11.95,1
134.7,128.0,1,1,1,0,1,1,0,0,0.0,0
170.0,100.0,1,37,37,0,2,1,5,5,14.833333333333334,1
122.1,131.0,1,19,19,1,1,1,7,7,14.13125,1
118.8,123.0,1,38,38,1,1,1,6,5,12.0,1
145.9,135.0,1,19,37,0,1,1,6,6,12.666666666666666,1
122.0,131.0,1,1,1,0,1,1,8,7,15.0,1
141.0,138.0,1,19,37,0,1,1,7,6,13.7,1
129.5,134.0,1,2,1,1,1,1,6,6,13.166666666666666,1
144.4,143.0,1,19,1,1,1,1,6,6,13.5,1
128.0,140.0,1,34,34,1,2,1,6,0,0.0,1
140.0,140.0,1,37,2,0,1,26,5,3,10.5,1
123.0,130.0,1,19,19,1,1,1,6,6,12.666666666666666,1
122.8,121.0,1,19,19,0,1,1,6,0,0.0,1
148.9,148.9,1,37,37,0,1,22,5,5,11.6,1
116.0,123.0,1,19,19,1,1,1,6,6,11.666666666666666,1
150.0,130.0,1,38,38,0,1,1,11,11,15.090909090909092,0
106.7,113.0,1,1,2,1,1,1,6,2,10.0,1
144.2,155.0,1,4,3,1,1,1,0,0,0.0,1
120.0,110.0,1,19,37,0,1,1,6,1,11.0,0
131.0,137.0,1,38,37,1,1,1,8,8,13.73125,1
140.0,140.0,3,19,20,1,1,1,5,1,14.0,1
120.8,123.0,1,19,19,1,1,1,8,7,12.545714285714286,1
130.5,145.0,1,19,37,1,1,1,8,7,14.24,1
142.6,144.0,1,19,19,1,1,1,6,6,14.166666666666666,1
133.6,135.0,1,3,2,1,1,1,5,4,14.6,0
107.5,111.0,1,37,37,1,1,1,5,3,12.333333333333334,1
118.9,129.0,1,34,30,1,1,1,6,0,0.0,1
163.5,100.0,19,37,37,0,2,1,6,1,15.0,0
138.4,124.0,1,19,19,1,1,1,6,6,13.285714285714286,1
114.2,110.0,42,1,19,0,1,1,6,5,13.0,1
116.7,116.0,1,19,37,1,1,1,5,1,10.0,1
121.5,125.0,1,38,19,1,1,1,7,4,13.5,1
120.2,117.0,1,38,38,1,1,1,0,0,0.0,1
148.0,150.0,1,19,2,0,1,1,6,3,11.666666666666666,1
133.0,130.0,1,3,19,1,1,1,6,6,14.666666666666666,1
107.2,110.0,1,19,19,0,4,1,6,0,0.0,1
132.5,136.0,1,37,37,0,1,1,6,4,12.75,1
115.0,120.0,1,5,5,0,1,1,6,2,15.0,1
127.2,138.0,1,37,37,1,1,1,7,7,13.26,1
140.5,138.0,1,1,1,1,1,1,6,6,13.0,1
132.6,135.0,1,37,37,1,1,1,6,6,13.5,1
136.5,140.0,1,19,38,1,1,1,7,7,14.838571428571427,1
122.8,140.0,1,38,37,0,1,1,7,7,12.625,1
106.1,112.0,1,9,22,0,1,1,5,2,10.0,1
105.0,133.1,19,19,1,0,1,1,7,4,12.95,1
113.8,118.0,1,3,19,1,1,1,5,3,11.666666666666666,1
123.5,133.1,19,3,19,0,2,1,1,0,0.0,1
156.0,120.0,1,37,19,1,2,1,5,5,14.2,1
103.5,133.1,19,37,37,0,4,1,6,0,0.0,0
133.9,130.0,1,37,38,1,1,1,6,5,12.2,1
127.7,142.0,1,1,38,0,1,1,6,6,15.0,1
123.0,138.0,1,37,37,1,1,1,6,6,15.857142857142858,1
130.0,130.0,40,19,19,0,4,1,7,5,12.62,0
130.8,150.0,1,37,37,1,1,1,8,7,14.428571428571429,1
132.6,135.0,1,38,37,1,1,1,5,5,13.6,1
138.3,148.0,1,19,1,1,1,1,5,4,13.75,1
113.4,120.0,1,38,37,1,1,1,6,6,13.333333333333334,1
148.0,140.0,1,37,37,1,1,1,6,0,0.0,0
128.7,143.0,1,38,38,1,2,1,7,7,14.455000000000002,1
130.5,133.1,3,19,19,0,1,1,6,0,0.0,1
121.0,135.0,1,37,37,1,1,1,6,5,13.0,1
105.7,140.0,1,37,37,1,2,1,8,8,13.81375,1
137.7,144.0,1,3,1,0,1,1,5,0,0.0,0
100.0,117.0,1,37,37,0,1,1,6,4,12.5,1
100.0,133.1,19,37,37,1,1,1,6,0,0.0,0
109.3,111.0,1,1,19,1,1,1,6,6,13.833333333333334,1
107.0,108.0,1,3,3,0,1,41,5,0,0.0,0
130.0,114.0,1,37,37,0,1,1,8,6,12.675,1
163.3,163.3,1,19,1,0,1,22,6,6,13.5,1
131.0,134.0,1,19,19,1,1,1,7,7,14.594444444444443,1
140.0,146.0,1,4,1,1,1,1,8,7,14.828571428571427,1
131.3,132.0,1,34,34,1,1,1,6,5,11.8,1
103.0,133.1,19,3,1,0,1,1,6,0,0.0,1
116.5,128.0,1,38,37,1,1,1,5,5,12.0,1
112.5,150.0,1,34,34,0,2,1,6,5,11.4,1
126.5,137.0,1,19,38,1,1,1,8,8,13.57625,1
120.5,125.0,1,37,37,1,1,1,0,0,0.0,1
133.3,140.0,1,19,37,1,1,1,7,6,11.966666666666669,1
130.0,130.0,3,1,37,0,1,1,7,3,13.666666666666666,0
115.5,126.0,1,3,3,0,1,1,7,6,13.433333333333332,1
135.0,130.0,1,19,37,0,1,1,5,0,0.0,1
121.8,132.0,1,1,37,1,1,1,8,7,13.6,1
130.9,134.0,1,1,1,0,1,1,6,6,11.857142857142858,1
117.3,125.0,1,38,19,1,1,1,0,0,0.0,1
121.1,127.0,1,19,38,1,1,1,7,6,13.666666666666666,1
167.1,172.0,1,1,1,0,1,1,0,0,0.0,1
103.0,133.1,1,2,2,0,5,1,6,6,15.0,1
120.0,133.1,12,37,19,0,1,1,6,0,0.0,1
129.9,140.0,1,19,38,0,1,1,7,0,0.0,1
124.3,140.0,1,3,3,0,1,1,6,5,11.2,0
123.8,121.0,1,1,3,0,1,1,4,0,0.0,0
95.0,120.0,1,37,1,1,1,1,6,5,11.4,1
129.2,120.0,2,37,37,0,2,1,10,5,11.4,1
138.3,170.0,1,37,37,0,1,1,10,9,12.416666666666666,1
130.3,131.0,1,3,19,1,1,1,6,6,12.833333333333334,1
120.0,130.0,1,37,37,0,2,1,7,5,12.1,1
